apiName,associatedTraits,composition,desc,effects,name
TFT7_Augment_Preparation,[],[],"Champions on your bench permanently gain @HPBonus@ Health, @Stats@% Attack Damage, and @Stats@ Ability Power every round. Champions start with @StartingStacks@ stack of this effect, and can stack up to @MaxStacks@ times.","{'HPBonus': 25.0, 'MaxStacks': 4.0, 'StartingStacks': 1.0, 'Stats': 3.0}",Preparation I
TFT9_Augment_RollTheDice,[],[],Gain a Rascal's Gloves item. This equips 2 random Radiant items every round.<br><br><rules>Radiant items are very powerful versions of completed items.</rules>,{},Roll The Dice
TFT9_Augment_Commander_Ascension,[],[],"After @Delay@ seconds of combat, your units deal @DamageAmp@% more damage.","{'DamageAmp': 50.0, 'Delay': 15.0}",Ascension
TFT9_Augment_PandorasItems2,[],[],Round start: items on your bench are randomized (excluding Tactician's Crown and Spatula).<br><br>Gain @NumComponents@ random components.,"{'NumCompletedItems': 'null', 'NumComponents': 2.0}",Pandora's Items II
TFT9_Augment_SilverTicket,[],[],"Each time your Shop is rerolled, you have a @RerollPercent@% chance to gain a free reroll. Gain @Gold@ gold.","{'Gold': 3.0, 'RerollPercent': 30.0}",Golden Ticket
TFT6_Augment_Recombobulator,[],[],Champions on your board permanently transform into random champions 1 cost tier higher. Gain @NumRemovers@ Magnetic Removers.,{'NumRemovers': 2.0},Recombobulator
TFT11_Augment_OverEncumbered,[],[],"For the next stage, you only get @BenchSlots@ bench slot. After, get @Components@ item&nbsp;components.","{'BenchSlots': 1.0, 'Gold': 'null', 'components': 3.0}",Over Encumbered
TFT9_Augment_HedgeFundPlusPlus,[],[],Gain @Gold@ gold. Your max interest is increased to @InterestCap@.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 40.0, 'InterestCap': 10.0}",Hedge Fund++
TFT10_Augment_LittleBuddies,[],[],Your 4-cost and 5-cost champions gain @health@ Health and @AttackSpeed*100@% Attack Speed  for every 1-cost and 2-cost champion on your board.,"{'AttackSpeed': 0.09000000357627869, 'Health': 65.0, '{0d14760d}': 4.0, '{82aeb8a7}': 2.0}",Little Buddies
TFT9_Augment_TransfusionPlusPlus,[],[],"Your units gain @BaseHP@ Health, plus @BonusHPPerMissingHealth@ Health per missing Tactician Health.","{'BaseHP': 50.0, 'BonusHPPerMissingHealth': 5.0}",Transfusion III
TFT9_Augment_PumpingUp3,[],[],"Your team gains @BaseAS@% Attack Speed now. Each round after, they gain @IncreasePerRound@% more. (current Attack Speed: @TFTUnitProperty.item:TFT9_PumpingUp3Rounds@%)","{'BaseAS': 10.0, 'IncreasePerRound': 2.0}",Pumping Up III
TFT10_Augment_ShockTreatment,[],[],Gain a Statikk Shiv. Your Statikk Shivs' chain lightning effects deal @tooltipincreaseddamage1*100@-@tooltipincreaseddamage2*100@% more damage (based on stage level).,"{'DamageAmp1': 1.399999976158142, 'DamageAmp2': 1.7999999523162842, 'DamageAmp3': 2.25, 'tooltipincreaseddamage1': 0.4000000059604645, 'tooltipincreaseddamage2': 1.25}",Shock Treatment
TFT9_Augment_PumpingUp2,[],[],"Your team gains @BaseAS@% Attack Speed now. Each round after, they gain @IncreasePerRound@% more. (current Attack Speed: @TFTUnitProperty.item:TFT9_PumpingUp2Rounds@%)","{'BaseAS': 8.0, 'IncreasePerRound': 1.0}",Pumping Up II
TFT9_Augment_WhatDoesntKillYou,[],[],Gain @Gold@ gold after losing a player combat. Gain a random component after every @RoundsPerComponent@ losses.<br><br><tftitemrules>Losses until next component: @TFTUnitProperty.item:TFT9_Augment_WhatDoesntKillYou_Counter@</tftitemrules>,"{'Gold': 2.0, 'RoundsPerComponent': 4.0}",What Doesn't Kill You
TFT6_Augment_CyberneticShell1,[],[],Your champions holding an item gain @Health@ Health and @Resists@ Armor.,"{'Health': 80.0, 'Resists': 30.0}",Cybernetic Shell I
TFT11_Augment_RainingGold,[],[],Gain @InstantGold@ gold now and @RoundGold@ gold every&nbsp;round.,"{'InstantGold': 8.0, 'RoundGold': 1.0}",Raining Gold
TFT6_Augment_CyberneticShell3,[],[],Your champions holding an item gain @Health@ Health and @Resists@ Armor.,"{'Health': 200.0, 'Resists': 60.0}",Cybernetic Shell III
TFT6_Augment_CyberneticShell2,[],[],Your champions holding an item gain @Health@ Health and @Resists@ Armor.,"{'Health': 120.0, 'Resists': 40.0}",Cybernetic Shell II
TFT6_Augment_MetabolicAccelerator,[],[],Gain @Heal@ player health after every player combat. Your Tactician also moves faster.,{'Heal': 2.0},Metabolic Accelerator
TFT9_Augment_Idealism,[],[],Gain a Hand of Justice. Champions holding this item deal @DamageAmp*100@% increased damage.,{'DamageAmp': 0.11999999731779099},Idealism
TFT6_Augment_ClearMind,[],[],"If there are no champions on your bench at the end of player combat, gain @XP@ XP.",{'XP': 3.0},Clear Mind
TFT9_Augment_YouHaveMySword,[],[],Gain a B.F. Sword. Your units gain @AD@% Attack Damage. ,{'AD': 15.0},You Have My Sword
TFT7_Augment_MikaelsGift,[],[],Aura items that buff your team have their effects increased by @AuraIncreasePercent*100@%. Gain a Locket of the Iron Solari.,{'AuraIncreasePercent': 0.33000001311302185},Better Together
TFT10_Augment_SwitchingGears,[],[],Gain @Gold@ gold whenever you break your win or loss streak.,"{'Gold': 3.0, '{379448fe}': 3.0}",Switching Gears
TFT11_Augment_WanderingTrainerGold,[],[],Gain @gold@ gold and a Training Dummy with @NumOfEmblems@ permanently attached Emblems.,"{'Gold': 1.0, 'NumOfEmblems': 2.0}",Wandering Trainer I
TFT9_Augment_Commander_RollingForDays,[],[],Gain @Numrolls@ free Shop rerolls that never expire.,{'Numrolls': 9.0},Rolling For Days I
TFT6_Augment_BandOfThieves2,[],[],Gain @NumGloves@ Thief's Gloves.,{'NumGloves': 2.0},Band of Thieves II
TFT11_Augment_Buildabud,[],[],Gain a random 3-star 1-cost champion and @gold@ gold.,{'Gold': 8.0},Build a Bud!
TFT10_Augment_HeavyHitters,[],[],Your units with at least @MaxHealthThreshold@ max Health gain Attack Damage and Ability Power equal to @PercentMaxHealthDamage*100@% of their max Health.,"{'MaxHealthThreshold': 1500.0, 'PercentMaxHealthDamage': 0.009999999776482582}",Heavy Hitters
TFT10_Augment_Determinedinvestors,[],[],"The first time you have @goldrequired@ gold at the end of combat, gain Diamond Hands and @numcomponents@ random component(s).<br><br><rules>This defensive item helps you gain more gold.</rules>","{'NumComponents': 2.0, 'goldrequired': 40.0}",Determined Investors
TFT9_Augment_Commander_FinalAscension,[],[],"Your team deals @damageamp@% more damage. After @delay@ seconds, they deal @AscendedAmpTOOLTIPONLY@% more damage.","{'AscendedAmpTOOLTIPONLY': 45.0, 'DamageAmp': 15.0, 'Delay': 15.0}",Final Ascension
TFT7_Augment_FirstAidKit2,[],[],All healing and shielding on your units is increased by @HealShieldIncrease*100@%.,{'HealShieldIncrease': 0.3499999940395355},First Aid Kit II
TFT11_Augment_DragonSpirit,[],[],"Gain a Dragon's Claw. Every time you heal @HealthCap@ Health with Dragon's Claws, gain an item component, up to @MaxComponents@. (Current:&nbsp;@TFTUnitProperty.item:TFT11_Augment_DragonSpirit_HealthHealed@)","{'HealthCap': 7000.0, 'MaxComponents': 4.0}",Dragon's Spirit
TFT7_Augment_Consistency,[],[],Gain double win and loss streak gold.,{},Consistency
TFT9_Augment_BronzeTicket,[],[],Gain a free Shop reroll after every @RollNumber@ rerolls. Gain @Gold@ gold.,"{'Gold': 3.0, 'RollNumber': 4.0}",Silver Ticket
TFT9_Augment_Contagion,[],[],"Combat start: The highest Health enemy takes @DamageAmp*100@% more damage. Every @SpreadTimer@ seconds or on death, this effect spreads to @SpreadTargets@ nearby enemies.","{'DamageAmp': 0.18000000715255737, 'SpreadTargets': 2.0, 'SpreadTimer': 5.0}",Contagion
TFT9_Augment_StarterKit,[],[],"Gain a 4-cost champion, a 2-star 1-cost champion that shares a trait with them, and @Gold@ gold.<br><br>At the start of the next @FutureChampionCount@ stages, gain that 4-cost champion again.","{'FutureChampionCount': 2.0, 'Gold': 4.0}",Starter Kit
TFT7_Augment_LategameSpecialist,[],[],"When you reach Level @LevelReq@, gain @Gold@ gold.","{'Gold': 33.0, 'LevelReq': 9.0}",Lategame Specialist
TFT11_Augment_TooMuchCandy,[],[],"Your rerolls cost @StartingCost@ gold. Every @NumUntilIncrease@ rerolls, the cost goes up by @IncreaseBy@ gold. At the start of each stage your reroll cost is reset to @StartingCost@.","{'IncreaseBy': 1.0, 'NumUntilIncrease': 6.0, 'StartingCost': 'null'}",Too Much Candy
TFT7_Augment_BirthdayPresents,[],[],Gain a 2-star champion every time you level up. The champion's cost tier is your level minus 4 (min: 1-cost).,{'Gold': 'null'},Birthday Present
TFT11_Augment_IRA,[],[],You have no max interest. Any interest above @MinInterest@ gold gets converted to @XPPerGold@ XP each. Get @Gold@ gold.,"{'Gold': 10.0, 'InterestCap': 20.0, 'MinInterest': 5.0, 'XPPerGold': 2.0}",IRA
TFT9_Augment_AllNatural,[],[],Champions that aren't holding items gain @health@ Health and heal for @Healing*100@% of their max Health each second.,"{'Healing': 0.009999999776482582, 'Health': 120.0}",All Natural I
TFT9_Augment_Shoplifting,[],[],"At the start of each turn, gain the highest Tier champion in your shop for free.",{},Shoplifting
TFT_Augment_BranchingOut,[],[],Gain a random Emblem and a Reforger.<br><br><rules>Reforgers allow you to remake any item.</rules>,{'Numberofcombats': 'null'},Branching Out
TFT9_Augment_DravenSpoilsOfWar3,[],[],Enemies have a @LootDropChance*100@% chance to drop loot when killed.,"{'LootDropChance': 0.4000000059604645, '{ac7ef35a}': 0.4000000059604645}",Spoils of War III
TFT9_Augment_DravenSpoilsOfWar2,[],[],Enemies have a @LootDropChance*100@% chance to drop loot when killed.,"{'LootDropChance': 0.30000001192092896, '{ac7ef35a}': 0.30000001192092896}",Spoils of War II
TFT6_Augment_Distancing3,[],[],Your units that start combat with no adjacent allies gain a @MaxHealthShield@% maximum Health shield for @ShieldDuration@ seconds.,"{'MaxHealthShield': 50.0, 'ShieldDuration': 10.0}",Exiles III
TFT6_Augment_Distancing2,[],[],Your units that start combat with no adjacent allies gain a @MaxHealthShield@% maximum Health shield for @ShieldDuration@ seconds.,"{'MaxHealthShield': 35.0, 'ShieldDuration': 10.0}",Exiles II
TFT9_Augment_OnARoll,[],[],"Whenever you star up a champion, gain up to @TurnLimit@ free Shop rerolls per round. Gain @Gold@ gold.","{'Gold': 3.0, 'TurnLimit': 3.0}",On a Roll
TFT11_Augment_Reinfourcement,[],[],The next 4-cost champion you buy is instantly upgraded to 2-star. Get&nbsp;@Gold@&nbsp;gold.,{'Gold': 12.0},ReinFOURcement
TFT6_Augment_Weakspot,[],[],Your units' attacks ignore @ArmorPenPercent@% of the target's Armor and reduce healing received by @HealReductionPercent@% for @Duration@ seconds.,"{'ArmorPenPercent': 10.0, 'Duration': 3.0, 'HealReductionPercent': 50.0}",Weakspot
TFT9_Augment_EscortQuest,[],[],Gain a Training Dummy. You gain @Gold@ gold every time it survives player combat.,{'Gold': 3.0},Escort Quest
TFT9_Augment_Sleightofhand,[],[],Gain a Thief's Gloves. Champions holding this item gain @Health@ Health and @AS@% Attack Speed.,"{'AS': 20.0, 'Health': 200.0}",Sleight of Hand
TFT7_Augment_ScopedWeapons1,[],[],Your units that start combat in the back 2 rows gain +@HexRangeIncrease@ Attack Range and @AS*100@% Attack Speed.,"{'AS': 0.15000000596046448, 'HexRangeIncrease': 2.0}",Scoped Weapons
TFT6_Augment_TrueTwos,[],[],Gain a random 2-star Tier 1 champion and a random 2-star Tier 2 champion.,{},True Twos
TFT9_Augment_TransfusionPlus,[],[],"Your units gain @BaseHP@ Health, plus @BonusHPPerMissingHealth@ Health per missing Tactician Health.","{'BaseHP': 40.0, 'BonusHPPerMissingHealth': 3.0}",Transfusion II
TFT10_Augment_GoodForSomething,[],[],Champions that aren't holding items have a @dropchance*100@% to drop @Gold@ gold on death.,"{'DropChance': 0.5, 'Gold': 1.0}",Good For Something II
TFT9_Augment_PandorasRadiantBox,[],[],Round start: items on your bench are randomized (excluding Tactician's Crown and Spatula). <br><br>Gain 1 random Radiant item.,{},Pandora's Items III
TFT9_Augment_TacticiansTools,[],[],Gain @NumSpatulas@ Spatulas and @NumItemAnvils@ Component Anvil.,"{'NumItemAnvils': 1.0, 'NumSpatulas': 2.0}",Tactician's Tools
TFT6_Augment_TradeSector,[],[],Gain a free Shop reroll every round. Gain @Gold@ gold.,{'Gold': 4.0},Trade Sector
TFT9_Augment_AirspeedVelocity2,[],[],Your units without items equipped gain @AttackSpeed*100@% Attack Speed.,{'AttackSpeed': 0.550000011920929},Unburdened II
TFT9_Augment_BigGrabBag,[],[],"Gain @NumItems@ random components, @Gold@ gold, and 1 Reforger. <br><br><rules>Reforgers allow you to remake any item.</rules>","{'Gold': 2.0, 'NumItems': 3.0, 'NumReforgers': 1.0}",Big Grab Bag
TFT9_Augment_BardPlaybook2,[],[],"Gain a component anvil when you reach level @levelreqa@, @levelreqb@, @levelreqc@, and @levelreqd@.<br><br><rules>The anvil offers 4 choices.</rules>","{'levelreqa': 5.0, 'levelreqb': 6.0, 'levelreqc': 7.0, 'levelreqd': 8.0}",Caretaker's Favor
TFT6_Augment_Battlemage1,[],[],Your units that start combat in the front 2 rows gain @Armor@ Armor and @AP@ Ability Power.,"{'AP': 15.0, 'Armor': 15.0}",Battlemage I
TFT6_Augment_CelestialBlessing1,[],[],Your units heal for @Omnivamp@% of the damage dealt by attacks and Abilities. Excess healing is converted to a shield up to @MaxShield@ Health.,"{'MaxShield': 200.0, 'Omnivamp': 10.0}",Celestial Blessing I
TFT9_Augment_BardPlaybook3,[],[],"As you level, gain more powerful items.<br>Level @levelreqa@: component anvil<br>Level @levelreqb@: completed item anvil<br>Level @levelreqc@: choose 1 of 5 Radiant items","{'levelreqa': 4.0, 'levelreqb': 6.0, 'levelreqc': 8.0}",Caretaker's Chosen
TFT9_Augment_AirspeedVelocity1,[],[],Your units without items equipped gain @AttackSpeed*100@% Attack Speed.,{'AttackSpeed': 0.30000001192092896},Unburdened I
TFT6_Augment_CelestialBlessing2,[],[],Your units heal for @Omnivamp@% of the damage dealt by attacks and Abilities. Excess healing is converted to a shield up to @MaxShield@ Health.,"{'MaxShield': 300.0, 'Omnivamp': 15.0}",Celestial Blessing II
TFT6_Augment_Battlemage3,[],[],Your units that start combat in the front 2 rows gain @Armor@ Armor and @AP@ Ability Power.,"{'AP': 35.0, 'Armor': 35.0}",Battlemage III
TFT6_Augment_GachaAddict,[],[],"Each time your Shop is rerolled, you have a @RerollPercent@% chance to gain a free reroll.",{'RerollPercent': 50.0},Prismatic Ticket
TFT6_Augment_CelestialBlessing3,[],[],Your units heal for @Omnivamp@% of the damage dealt by attacks and Abilities. Excess healing is converted to a shield up to @MaxShield@ Health.,"{'MaxShield': 400.0, 'Omnivamp': 25.0}",Celestial Blessing III
TFT9_Augment_BardPlaybook1,[],[],Gain a random @UnitTier@-cost champion now. Gain the same one again every time you level up.,{'UnitTier': 2.0},Caretaker's Ally
TFT6_Augment_Battlemage2,[],[],Your units that start combat in the front 2 rows gain @Armor@ Armor and @AP@ Ability Power.,"{'AP': 25.0, 'Armor': 25.0}",Battlemage II
TFT6_Augment_CalculatedLoss,[],[],"After losing your combat, gain @Gold@ gold and a free Shop reroll.",{'Gold': 2.0},Calculated Loss
TFT9_Augment_CyberneticLeech3,[],[],Champions holding an item gain @health@ Health and @omnivamp@% Omnivamp <rules>(healing for a percent of damage dealt)</rules>.,"{'Health': 250.0, 'Omnivamp': 20.0}",Cybernetic Leech III
TFT9_Augment_BalancedBudget2,[],[],"At the start of the next @rounds@ rounds, gain @gold@ gold.","{'Gold': 7.0, 'rounds': 4.0}",Balanced Budget
TFT9_Augment_RiskyMoves,[],[],"Your Tactician loses @Health@ Health, but after @PlayerCombatNum@ player combats, gain @Gold@ gold.","{'Gold': 33.0, 'Health': 20.0, 'PlayerCombatNum': 7.0}",Risky Moves
TFT6_Augment_ForceOfNature,[],[],Gain +@MaxArmySizeIncrease@ max team size and a Champion Duplicator.,"{'MaxArmySizeIncrease': 1.0, '{4a99a5b2}': 1.0}",New Recruit
TFT9_Augment_CyberneticLeech2,[],[],Champions holding an item gain @health@ Health and @omnivamp@% Omnivamp <rules>(healing for a percent of damage dealt)</rules>.,"{'Health': 120.0, 'Omnivamp': 15.0}",Cybernetic Leech II
TFT9_Augment_CyberneticLeech1,[],[],Champions holding an item gain @health@ Health and @omnivamp@% Omnivamp. <br><br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>.,"{'Health': 80.0, 'Omnivamp': 10.0}",Cybernetic Leech I
TFT9_Augment_KnowledgeIsPower,[],[],Gain a Tome of Traits and a Component Anvil.,"{'NumTomes': 1.0, 'anvils': 1.0}",Library Card
TFT7_Augment_BandOfThieves1,[],[],Gain @NumGloves@ Thief's Gloves.,{'NumGloves': 1.0},Band of Thieves I
TFT9_Augment_BalancedBudgetPlus,[],[],"At the start of the next @rounds@ rounds, gain @gold@ gold.","{'Gold': 9.0, 'rounds': 4.0}",Balanced Budget+
TFT9_Augment_GreaterJeweledLotus,[],[],"Your team gains @critchance@% Critical Strike chance, and their Abilities can critically strike.",{'CritChance': 40.0},Jeweled Lotus III
TFT7_Augment_LivingForge,[],[],Gain an Artifact anvil now and after every @NumberOfCombats@ player combats.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>,{'Numberofcombats': 8.0},Living Forge
TFT11_Augment_WanderingTrainerSilver,[],[],Gain @gold@ gold and a Training Dummy with @NumOfEmblems@ permanently attached Emblems.,"{'Gold': 1.0, 'NumOfEmblems': 1.0}",Wandering Trainer I
TFT6_Augment_MeleeStarBlade3,[],[],Your units that start combat in the front 2 rows gain @ADPerStarLevel*100@% Attack Damage.,{'ADPerStarLevel': 0.550000011920929},Knife's Edge III
TFT11_Augment_Common_ExampleAug,[],[],Your team gains @BaseHP@ Health. Gain another @BonusHPPer5MissingHealth@ Health and @OmnivampPercentPer5MissingHealth*100@% Omnivamp per 5 missing player health.<br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>,{'{c56ea2ab}': 20.0},Vampirism I
TFT6_Augment_MeleeStarBlade2,[],[],Your units that start combat in the front 2 rows gain @ADPerStarLevel*100@% Attack Damage.,{'ADPerStarLevel': 0.3499999940395355},Knife's Edge II
TFT6_Augment_Windfall,[],[],Gain @AugmentGold@ gold.,{'AugmentGold': 25.0},Windfall
TFT9_Augment_OverwhelmingForce,[],[],"Gain a Deathblade, an Infinity Edge, a BF Sword, and a Magnetic Remover.<br><br><rules>Useful for Attack Carries or Attack Fighters!</rules>",{},Overwhelming Force
TFT6_Augment_MeleeStarBlade1,[],[],Your units that start combat in the front 2 rows gain @ADPerStarLevel*100@% Attack Damage.,{'ADPerStarLevel': 0.25},Knife's Edge I
TFT6_Augment_RadiantRelics,[],[],Choose 1 of @ArmoryChoiceCount@ Radiant items. Gain a Magnetic Remover.<br><br><rules>Radiant items are very powerful versions of completed items.</rules>,{'ArmoryChoiceCount': 5.0},Radiant Relics
TFT7_Augment_BigFriend2,[],[],Your units that start combat next to a unit with over @RequiredHealth@ Health take @DamageReductionPercent@% less damage for the rest of combat.,"{'DamageReductionPercent': 10.0, 'RequiredHealth': 1600.0}",Big Friend II
TFT6_Augment_Twins1,[],[],"When you field exactly 2 copies of a champion, they both gain @BonusStats@% Attack Damage and @BonusStats@ Ability Power, Armor, and Magic Resist. When you 3-star, gain a 2-star copy.",{'BonusStats': 25.0},Double Trouble I
TFT6_Augment_FuturePeepers2,[],[],Know who you will fight next. Gain a Radiant Zephyr.,{},Future Sight II
TFT9_Augment_KnowYourEnemy,[],[],Your team deals @BaseDamageAmp@% more damage.<br><br>Deal @FullDamageAmp@% more damage instead if you and your opponent have any of the same traits active.,"{'BaseDamageAmp': 10.0, 'FullDamageAmp': 15.0}",Know Your Enemy
TFT6_Augment_Featherweights1,[],[],Your Tier 1 and 2 champions gain @AttackSpeed@% Attack Speed and Move Speed.,"{'AttackSpeed': 15.0, 'MoveSpeed': 350.0}",Featherweights I
TFT10_Augment_SilverVeil,[],[],Your team gains @BonusAS*100@% Attack Speed and is immune to the first crowd control effect in combat.,{'BonusAS': 0.05000000074505806},Silver Veil
TFT6_Augment_Twins2,[],[],"When you field exactly 2 copies of a champion, they both gain @BonusStats@% Attack Damage and @BonusStats@ Ability Power, Armor, and Magic Resist. When you 3-star, gain a 2-star copy.",{'BonusStats': 30.0},Double Trouble II
TFT9_Augment_BuildingACollectionPlus,[],[],Gain a random item component at the start of the next @roundsofbonusitems@ rounds (including this round).,"{'Gold': 'null', 'roundsofbonusitems': 3.0}",Buried Treasures II
TFT6_Augment_Twins3,[],[],"When you field exactly 2 copies of a champion, they both gain @BonusStats@% Attack Damage and @BonusStats@ Ability Power, Armor, and Magic Resist. When you 3-star, gain a 2-star copy.",{'BonusStats': 40.0},Double Trouble III
TFT6_Augment_Featherweights3,[],[],Your Tier 1 and 2 champions gain @AttackSpeed@% Attack Speed and Move Speed.,"{'AttackSpeed': 50.0, 'MoveSpeed': 700.0}",Featherweights III
TFT6_Augment_ThreesCompany,[],[],Gain @NumChamps@ random 3-cost champions.,{'NumChamps': 4.0},Three's Company
TFT9_Augment_TonsOfStats,[],[],"Your team gains @Health@ Health, @AttackDamage@% Attack Damage, @AbilityPower@ Ability Power, @Armor@ Armor, @MR@ Magic Resist, @AttackSpeed@% Attack Speed, and @Mana@ Mana.","{'AbilityPower': 4.0, 'Armor': 4.0, 'AttackDamage': 4.0, 'AttackSpeed': 4.0, 'Health': 44.0, 'MR': 4.0, 'Mana': 4.0}",Tons of Stats!
TFT11_Augment_FineVintage,[],[],Completed items left on your bench for @Rounds@ rounds transform into Support&nbsp;Anvils.,{'rounds': 4.0},Fine Vintage
TFT6_Augment_Featherweights2,[],[],Your Tier 1 and 2 champions gain @AttackSpeed@% Attack Speed and Move Speed.,"{'AttackSpeed': 30.0, 'MoveSpeed': 550.0}",Featherweights II
TFT6_Augment_FirstAidKit,[],[],All healing and shielding on your units is increased by @HealShieldIncrease*100@%.,{'HealShieldIncrease': 0.25},First Aid Kit I
TFT10_Augment_VampirismPlus,[],[],Your team gains @BaseHP@ Health. Gain another @BonusHPPer5MissingHealth@ Health and @OmnivampPercentPer5MissingHealth*100@% Omnivamp per 5 missing player health.<br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>,"{'BaseHP': 50.0, 'BonusHPPer5MissingHealth': 6.0, 'OmnivampPercentPer5MissingHealth': 0.009999999776482582}",Vampirism II
TFT9_Augment_TiniestTitanPlus,[],[],Gain @Heal@ player health and @Gold@ gold after every player combat. Your Tactician also moves faster.<br><br>Gain @InitialGold@ gold now.,"{'Gold': 1.0, 'Heal': 2.0, 'InitialGold': 15.0}",Tiniest Titan+
TFT9_Augment_FinalReserves,[],[],"The first time you would be eliminated, you instead remain alive. After this happens, gain @xp@ XP and set your gold to @gold@. Excess gold is converted to XP.","{'Gold': 50.0, 'XP': 70.0, '{9652277e}': 1.0}",Final Reserves
TFT11_Augment_PickOfTheLitter,[],[],"Open a special Shop with 3 free @ChampionTier@-cost champions. You can only pick 1, but you get @NumCopies@ copies of it.","{'ChampionTier': 3.0, 'NumCopies': 2.0}",Pick of the Litter
TFT9_Augment_Commander_PartialAscension,[],[],"After @Delay@ seconds of combat, your units deal @DamageAmp@% more damage.","{'DamageAmp': 30.0, 'Delay': 15.0}",Partial Ascension
TFT11_Augment_Epoch,[],[],"Now, and at the start of every stage, gain @XP@ XP and @Rerolls@ free rerolls for that round only.","{'Rerolls': 2.0, 'XP': 6.0}",Epoch
TFT9_Augment_Harmacist1,[],[],Your team has @Omnivamp@% Omnivamp and converts @Conversion@% of excess healing to true damage on their next attack.<br><br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>,"{'Conversion': 20.0, 'Omnivamp': 10.0}",Harmacist I
TFT9_Augment_HealingOrbsII,[],[],"When an enemy dies, the nearest ally is healed for @Heal@.",{'Heal': 450.0},Healing Orbs II
TFT7_Augment_Bloodlust1,[],[],Your champions permanently gain @AD*100@% Attack Damage every time they kill an enemy. Champions start with @StartingAD*100@% bonus Attack Damage.,"{'AD': 0.009999999776482582, 'StartingAD': 0.07999999821186066}",Combat Training
TFT9_Augment_Harmacist2,[],[],Your team has @Omnivamp@% Omnivamp and converts @Conversion@% of excess healing to true damage on their next attack.<br><br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>,"{'Conversion': 25.0, 'Omnivamp': 15.0}",Harmacist II
TFT6_Augment_PandorasItems,[],[],Round start: items on your bench are randomized (except Tactician's Crown and Spatula). <br><br>Gain @NumComponents@ random component.,{'NumComponents': 1.0},Pandora's Items
TFT6_Augment_PortableForge,[],[],Choose 1 of @ArmoryChoiceCount@ Artifacts.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>,{'ArmoryChoiceCount': 4.0},Portable Forge
TFT9_Augment_Harmacist3,[],[],Your team has @Omnivamp@% Omnivamp and converts @Conversion@% of excess healing to true damage on their next attack.<br><br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>,"{'Conversion': 30.0, 'Omnivamp': 25.0}",Harmacist III
TFT9_Augment_OldMansWalkingStick,[],[],Gain a Needlessly Large Rod. Your units gain @AP@ Ability Power.,{'AP': 18.0},Magic Wand
TFT9_Augment_LongTimeCrafting,[],[],"After @NumberOfCombats@ player combats, gain an Artifact anvil. <br><br><rules>The anvil offers 4 choices. Artifacts are more powerful items with a unique effect.</rules>",{'Numberofcombats': 8.0},Latent Forge
TFT6_Augment_CyberneticUplink1,[],[],Your champions holding an item gain @Health@ Health and restore @ManaRegen@ Mana per second.,"{'Health': 80.0, 'ManaRegen': 2.0}",Cybernetic Uplink I
TFT9_Augment_BloodMoney,[],[],Gain @Gold@ gold per @HealthPerGold@ Health your Tactician loses.,"{'Gold': 3.0, 'HealthPerGold': 10.0}",Blood Money
TFT6_Augment_CyberneticUplink2,[],[],Your champions holding an item gain @Health@ Health and restore @ManaRegen@ Mana per second.,"{'Health': 120.0, 'ManaRegen': 2.5}",Cybernetic Uplink II
TFT6_Augment_CyberneticUplink3,[],[],Your champions holding an item gain @Health@ Health and restore @ManaRegen@ Mana per second.,"{'Health': 200.0, 'ManaRegen': 3.5}",Cybernetic Uplink III
TFT9_Augment_TwoHealthy,[],[],Your team gains @HealthPerUnit@ Health for each unique @Tier@-cost champion on your board.,"{'HealthPerUnit': 90.0, 'Tier': 2.0}",Two Healthy
TFT6_Augment_FuturePeepers,[],[],Know who you will fight next. Gain a Zephyr.,{},Future Sight I
TFT9_Augment_Commander_TeamingUp3,[],[],"Gain @NumItems@ Support Anvil, @NumComponents@ random component, and @NumUnits@ random Tier 4 champions.","{'NumComponents': 1.0, 'NumItems': 1.0, 'NumUnits': 2.0}",Teaming Up III
TFT9_Augment_ItemGrabBagPlusPlus,[],[],Gain @NumFullItems@ random completed items and @Gold@ Gold.,"{'Gold': 4.0, 'NumFullItems': 2.0, 'NumItems': 'null', 'NumReforgers': 'null', 'NumRemovers': 'null', '{466ef38d}': 'null', '{4a99a5b2}': 'null'}",Item Grab Bag III
TFT9_Augment_Legend_StarsAreBorn,[],[],The first 1-cost and 2-cost champions you buy are instantly upgraded to 2-star. Gain @Gold@ gold.,{'Gold': 7.0},Stars are Born
TFT9_Augment_Legend_HighEndSector,[],[],"When you level up, gain a number of free shop refreshes equal to your level, which carry over between rounds. Gain @gold@ gold. ","{'Gold': 4.0, '{a9ad6d1b}': 8.0}",Shopping Spree
TFT9_Augment_Legend_BuildingACollectionPlus,[],[],Gain a random item component at the start of the next @roundsofbonusitems@ rounds (including this round).,"{'Gold': 'null', 'roundsofbonusitems': 3.0}",Buried Treasures II
